# MYU0 MonsterName_EN.tbin RUS utf-8
# rows=368 cols=1 field3=0x1F
# row	col	enc	text
65	0	utf-8	Куколка-омном
66	0	utf-8	Куколка-омномном
67	0	utf-8	Куколка-киллер
68	0	utf-8	Куколка-соперница
69	0	utf-8	Куколка-крутомном
70	0	utf-8	Куколка-геркуломном
71	0	utf-8	Куколка-златомном
72	0	utf-8	Муха-омном
73	0	utf-8	Муха-омномном
74	0	utf-8	Муха-киллер
75	0	utf-8	Муха-соперница
76	0	utf-8	Муха-крутомном
77	0	utf-8	Муха-геркуломном
78	0	utf-8	Муха-златомном
79	0	utf-8	Ядомном
80	0	utf-8	Веномном
81	0	utf-8	Токсомном
82	0	utf-8	Армагеддомном
83	0	utf-8	Апокаломном
84	0	utf-8	Скорпиомном
85	0	utf-8	Куколка-ядомном
86	0	utf-8	Куколка-веномном
87	0	utf-8	Куколка-токсомном
88	0	utf-8	Куколка-армагеддомном
89	0	utf-8	Куколка-апокаломном
90	0	utf-8	Куколка-скорпиомном
91	0	utf-8	Муха-ядомном
92	0	utf-8	Муха-веномном
93	0	utf-8	Муха-токсомном
94	0	utf-8	Муха-армагеддомном
95	0	utf-8	Муха-апокаломном
96	0	utf-8	Муха-скорпиомном
97	0	utf-8	Длинномном
98	0	utf-8	Змееомном
99	0	utf-8	Тянучомном
100	0	utf-8	Великий омном
101	0	utf-8	Итакдалееомном
102	0	utf-8	Левиафомном
103	0	utf-8	Жужж-пьянж
104	0	utf-8	Красный жужж
105	0	utf-8	Синий жужж
106	0	utf-8	Чёрный жужж
107	0	utf-8	Лиловый жужж
108	0	utf-8	Куколка-жужж
109	0	utf-8	Красная куколка
110	0	utf-8	Синяя куколка
111	0	utf-8	Чёрная куколка
112	0	utf-8	Лиловая куколка
113	0	utf-8	Редкий омном
114	0	utf-8	Редкий омномном
115	0	utf-8	Редкий ядомном
116	0	utf-8	Редкий геркуломном
117	0	utf-8	Редкий геркуломном
118	0	utf-8	Чистый омном
119	0	utf-8	Ящер
120	0	utf-8	Ящер-рыцарь
121	0	utf-8	Ящер-маг
122	0	utf-8	Ящер-мастер
123	0	utf-8	Ящер-лорд
124	0	utf-8	Ящер-гейша
125	0	utf-8	Яйцо ящера
126	0	utf-8	Яйцо рыцаря
127	0	utf-8	Яйцо мага
128	0	utf-8	Яйцо мастера
129	0	utf-8	Яйцо лорда
130	0	utf-8	Яйцо гейши
131	0	utf-8	Сиеста-ящер
132	0	utf-8	Сиеста-партизан
133	0	utf-8	Ззз-пи
134	0	utf-8	Сонный Т
135	0	utf-8	Ящщщер
136	0	utf-8	Дрёмоящер
137	0	utf-8	Яйцо сиесты
138	0	utf-8	Яйцо партизана
139	0	utf-8	Яйцо ззз-пи
140	0	utf-8	Яйцо сонного Т
141	0	utf-8	Яйцо ящщщера
142	0	utf-8	Яйцо дрёмоящера
143	0	utf-8	Толстый ящер
144	0	utf-8	Тяжёлый ящер
145	0	utf-8	Пицца-ящер
146	0	utf-8	Лизза Толстая
147	0	utf-8	Сало-ящер
148	0	utf-8	Амфилабия
149	0	utf-8	Воротничковый
150	0	utf-8	Воротничковый II
151	0	utf-8	Дразнилка-ящер
152	0	utf-8	Крушиящер
153	0	utf-8	Туманный ящер
154	0	utf-8	Яйцо воротничка
155	0	utf-8	Яйцо воротничка II
156	0	utf-8	Яйцо дразнилки
157	0	utf-8	Яйцо крушиящера
158	0	utf-8	Яйцо туманного
159	0	utf-8	Чистый ящер
160	0	utf-8	Яйцо чистого
161	0	utf-8	Дракон
162	0	utf-8	Чёрный дракон
163	0	utf-8	Хаос-дракон
164	0	utf-8	Теневой дракон
165	0	utf-8	Двагон
166	0	utf-8	Шин-дракон
167	0	utf-8	Чистый дракон
168	0	utf-8	Яйцо дракона
169	0	utf-8	Чёрное яйцо
170	0	utf-8	Яйцо хаоса
171	0	utf-8	Теневое яйцо
172	0	utf-8	Яйцо двагона
173	0	utf-8	Яйцо шина
174	0	utf-8	Чистое яйцо
175	0	utf-8	Длинный дракон
176	0	utf-8	Адский дракон
177	0	utf-8	Гидра
178	0	utf-8	Длинное яйцо
179	0	utf-8	Адское яйцо
180	0	utf-8	Яйцо гидры
181	0	utf-8	Гуано дракона
182	0	utf-8	Дух
183	0	utf-8	Ледяной дух
184	0	utf-8	Огненный дух
185	0	utf-8	Тёмный дух
186	0	utf-8	Психодух
187	0	utf-8	Оглушала
188	0	utf-8	Холодный оглушала
189	0	utf-8	Жаркий оглушала
190	0	utf-8	SC-оглушала
191	0	utf-8	Тераоглушала
192	0	utf-8	Большой дух
193	0	utf-8	Большой лёд
194	0	utf-8	Большой огонь
195	0	utf-8	Большая тьма
196	0	utf-8	Большое психо
197	0	utf-8	Бериллион
198	0	utf-8	Тахион
199	0	utf-8	Фотон
200	0	utf-8	Гравифотон
201	0	utf-8	Монополь
202	0	utf-8	Чистый дух
203	0	utf-8	Скелемен
204	0	utf-8	Скелераб
205	0	utf-8	Скелесвязь
206	0	utf-8	Труп
207	0	utf-8	Лилит
208	0	utf-8	Вампир
209	0	utf-8	Суккуб
210	0	utf-8	Нимб
211	0	utf-8	Суккубосс
212	0	utf-8	Бойцовская лилит
213	0	utf-8	Эфирная лилит
214	0	utf-8	Сонная лилит
215	0	utf-8	Летучая дева
216	0	utf-8	Фиолетовая ведьма
217	0	utf-8	Мрачная леди
218	0	utf-8	Сонная шалава
219	0	utf-8	Пышная лилит
220	0	utf-8	Желудок-чёрная дыра
221	0	utf-8	Божественная
222	0	utf-8	Сладости лилит
223	0	utf-8	Здоровенная
224	0	utf-8	Балованная
225	0	utf-8	Младшая лилит
226	0	utf-8	Мох-женщина
227	0	utf-8	Пикси
228	0	utf-8	Пещерная фея
229	0	utf-8	Манипуляторша
230	0	utf-8	Чистая лилит
231	0	utf-8	Гриб
232	0	utf-8	Магический гриб
233	0	utf-8	Радужный гриб
234	0	utf-8	Вкусное мясо
235	0	utf-8	Вкусные джерки
236	0	utf-8	Драконий шар
237	0	utf-8	Снотворное
238	0	utf-8	Феромон
239	0	utf-8	Малый кокон
240	0	utf-8	Кокон мох-женщины
241	0	utf-8	Кокон пикси
242	0	utf-8	Пещерный кокон
243	0	utf-8	Кокон манипуляторши
244	0	utf-8	Водная пища
245	0	utf-8	Водная мана
246	0	utf-8	Плесень
247	0	utf-8	Мана-плесень
248	0	utf-8	Росток кувшинки
249	0	utf-8	Росток мана-лилии
250	0	utf-8	Бутон кувшинки
251	0	utf-8	Бутон мана-лилии
252	0	utf-8	Кувшинка
253	0	utf-8	Мана-лилия
254	0	utf-8	Водяной паук
255	0	utf-8	Синеспин
256	0	utf-8	Бурая вдова
257	0	utf-8	Водяная тарантула
258	0	utf-8	Аристопаук
259	0	utf-8	Аристопаук
260	0	utf-8	Чистый паук
261	0	utf-8	Шипастик
262	0	utf-8	Тяжёлый шипастик
263	0	utf-8	Супер-шипастик
264	0	utf-8	Хип-хоп шипастик
265	0	utf-8	Хардкор-шипастик
266	0	utf-8	Хардкор-шипастик
267	0	utf-8	Чистый шипастик
268	0	utf-8	Панцирь шипастика
269	0	utf-8	Тяжёлый панцирь
270	0	utf-8	Супер-панцирь
271	0	utf-8	Хип-хоп панцирь
272	0	utf-8	Хардкор-панцирь
273	0	utf-8	Хардкор-панцирь
274	0	utf-8	Чистый панцирь
275	0	utf-8	Яйцо шипастика
276	0	utf-8	Тяжёлое яйцо
277	0	utf-8	Супер-яйцо
278	0	utf-8	Хип-хоп яйцо
279	0	utf-8	Хардкор-яйцо
280	0	utf-8	Хардкор-яйцо
281	0	utf-8	Грозовая туча
282	0	utf-8	Крутящийся смог
283	0	utf-8	Гороховый туман
284	0	utf-8	Жуткая туча
285	0	utf-8	Лиловый чад
286	0	utf-8	Лиловый чад
287	0	utf-8	Чистый туман
288	0	utf-8	Лорелея
289	0	utf-8	Хозяйка озера
290	0	utf-8	Улыбчивая сирена
291	0	utf-8	Смертельная красотка
292	0	utf-8	Императрица вод
293	0	utf-8	Императрица вод
294	0	utf-8	Безмятежная сирена
295	0	utf-8	Мимик
296	0	utf-8	Скромный сундук
297	0	utf-8	Исходящий
298	0	utf-8	Ископаемое
299	0	utf-8	Гуманоид
300	0	utf-8	Супергуманоид
301	0	utf-8	Сублиманоид
302	0	utf-8	Не-такой-синий кит
303	0	utf-8	Чистый гибкий кит
304	0	utf-8	Чистый гибкий кит
305	0	utf-8	Король трупов
306	0	utf-8	Пинок-король
307	0	utf-8	Король понтов
308	0	utf-8	Бродячий король
309	0	utf-8	Кристальный король
310	0	utf-8	Бутон мандрагоры
311	0	utf-8	Магический бутон
312	0	utf-8	Бутон-кумир
313	0	utf-8	Бутон-чистюля
314	0	utf-8	Саженец мандрагоры
315	0	utf-8	Магический саженец
316	0	utf-8	Саженец-кумир
317	0	utf-8	Саженец-чистюля
318	0	utf-8	Мандрагора
319	0	utf-8	Магическая мандрагора
320	0	utf-8	Дерево-кумир
321	0	utf-8	Чистюля
322	0	utf-8	Мандра-яг
323	0	utf-8	Магическая ягода
324	0	utf-8	Ягода-кумир
325	0	utf-8	Гомункул
326	0	utf-8	Гармонукул
327	0	utf-8	Вукимон
328	0	utf-8	Ленивый вукимон
329	0	utf-8	Диабро
330	0	utf-8	Браззузу
331	0	utf-8	Мара
332	0	utf-8	Гомунчулус
333	0	utf-8	Чистый вукимон
334	0	utf-8	Голем
335	0	utf-8	Блоб
336	0	utf-8	Талос
337	0	utf-8	Мазин
338	0	utf-8	Чистый голем
339	0	utf-8	Пепельная леди
340	0	utf-8	Страшная леди
341	0	utf-8	Призрак-леди
342	0	utf-8	Кристальная леди
343	0	utf-8	Роскошная леди
344	0	utf-8	Руна вукимона
345	0	utf-8	Ленивая руна
346	0	utf-8	Руна диабро
347	0	utf-8	Руна браззузу
348	0	utf-8	Руна мары
349	0	utf-8	Руна гомунчулуса
350	0	utf-8	Чистая руна
351	0	utf-8	Руна голема
352	0	utf-8	Руна блоба
353	0	utf-8	Руна талоса
354	0	utf-8	Руна мазина
355	0	utf-8	Руна чистого голема
356	0	utf-8	Пепельная руна
357	0	utf-8	Страшная руна
358	0	utf-8	Призрачная руна
359	0	utf-8	Кристальная руна
360	0	utf-8	Роскошная руна
361	0	utf-8	Пух
362	0	utf-8	Тотем
363	0	utf-8	Голова тотема
364	0	utf-8	Муравьиная куча
365	0	utf-8	Шиткая тень
366	0	utf-8	Слизь
367	0	utf-8	Обаятельный сундук
